ensg	biotype
ENSG00000253728.5	lncRNA
ENSG00000247317.4	lncRNA
ENSG00000253716.7	lncRNA
ENSG00000272172.1	lncRNA
ENSG00000254389.3	lncRNA
ENSG00000253931.1	lncRNA
ENSG00000254338.1	lncRNA
ENSG00000287576.1	lncRNA
ENSG00000254859.1	lncRNA
ENSG00000289161.1	lncRNA
ENSG00000255050.1	lncRNA
ENSG00000254741.1	lncRNA
ENSG00000254812.2	lncRNA
ENSG00000181097.5	lncRNA
ENSG00000254574.1	lncRNA
ENSG00000254548.1	lncRNA
ENSG00000254973.2	lncRNA
ENSG00000287222.1	lncRNA
ENSG00000255343.1	lncRNA
ENSG00000285599.1	lncRNA
ENSG00000288096.1	lncRNA
ENSG00000255224.1	lncRNA
ENSG00000254690.1	lncRNA
ENSG00000272115.1	lncRNA
ENSG00000232600.3	lncRNA
ENSG00000254578.1	lncRNA
ENSG00000265393.1	lncRNA
ENSG00000255456.1	lncRNA
ENSG00000254533.1	lncRNA
ENSG00000263612.1	lncRNA
ENSG00000286681.1	lncRNA
ENSG00000255164.1	lncRNA
ENSG00000255559.1	lncRNA
ENSG00000227518.5	lncRNA
ENSG00000218839.5	lncRNA
ENSG00000277631.6	lncRNA
ENSG00000227917.3	lncRNA
ENSG00000231808.2	lncRNA
ENSG00000287480.1	lncRNA
ENSG00000183784.7	lncRNA
ENSG00000235880.1	lncRNA
ENSG00000227155.7	lncRNA
ENSG00000228115.1	lncRNA
ENSG00000227914.3	lncRNA
ENSG00000286684.1	lncRNA
ENSG00000281769.1	lncRNA
ENSG00000287465.1	lncRNA
ENSG00000236199.1	lncRNA
ENSG00000236404.12	lncRNA
ENSG00000231052.1	lncRNA
ENSG00000286670.1	lncRNA
ENSG00000289552.1	lncRNA
ENSG00000236511.2	lncRNA
ENSG00000288963.1	lncRNA
ENSG00000232104.4	lncRNA
ENSG00000237359.2	lncRNA
ENSG00000226669.2	lncRNA
ENSG00000236724.1	lncRNA
ENSG00000237009.2	lncRNA
ENSG00000230001.1	lncRNA
ENSG00000228322.1	lncRNA
ENSG00000273061.2	lncRNA
ENSG00000287759.1	lncRNA
ENSG00000228165.1	lncRNA
ENSG00000272866.1	lncRNA
ENSG00000286162.3	lncRNA
ENSG00000231509.1	lncRNA
ENSG00000225408.1	lncRNA
ENSG00000228739.1	lncRNA
ENSG00000233367.1	lncRNA
ENSG00000236924.2	lncRNA
ENSG00000229611.2	lncRNA
ENSG00000224972.1	lncRNA
ENSG00000285688.1	lncRNA
ENSG00000288042.1	lncRNA
ENSG00000273056.1	lncRNA
ENSG00000231902.2	lncRNA
ENSG00000226376.1	lncRNA
ENSG00000235389.2	lncRNA
ENSG00000225706.2	lncRNA
ENSG00000234021.1	lncRNA
ENSG00000230920.1	lncRNA
ENSG00000226717.2	lncRNA
ENSG00000232035.1	lncRNA
ENSG00000270372.1	lncRNA
ENSG00000230365.1	lncRNA
ENSG00000286474.1	lncRNA
ENSG00000285784.1	lncRNA
ENSG00000224935.2	lncRNA
ENSG00000235448.3	lncRNA
ENSG00000285637.2	lncRNA
ENSG00000234740.1	lncRNA
ENSG00000226197.4	lncRNA
ENSG00000270547.6	lncRNA
ENSG00000205636.3	lncRNA
ENSG00000235533.1	lncRNA
ENSG00000289185.1	lncRNA
ENSG00000288876.1	lncRNA
ENSG00000225472.2	lncRNA
ENSG00000287708.1	lncRNA
ENSG00000273399.2	lncRNA
ENSG00000272871.1	lncRNA
ENSG00000286500.1	lncRNA
ENSG00000283647.1	lncRNA
ENSG00000205549.10	lncRNA
ENSG00000231756.1	lncRNA
ENSG00000230694.1	lncRNA
ENSG00000234779.1	lncRNA
ENSG00000237153.4	lncRNA
ENSG00000285169.2	lncRNA
ENSG00000227167.1	lncRNA
ENSG00000232978.2	lncRNA
ENSG00000272842.1	lncRNA
ENSG00000273226.1	lncRNA
ENSG00000285911.1	lncRNA
ENSG00000260912.1	lncRNA
ENSG00000286685.2	lncRNA
ENSG00000261402.1	lncRNA
ENSG00000227071.1	lncRNA
ENSG00000261696.1	lncRNA
ENSG00000288541.1	lncRNA
ENSG00000171889.6	lncRNA
ENSG00000265194.1	lncRNA
ENSG00000224854.3	lncRNA
ENSG00000240498.9	lncRNA
ENSG00000266446.1	lncRNA
ENSG00000236921.1	lncRNA
ENSG00000284418.2	lncRNA
ENSG00000224549.1	lncRNA
ENSG00000287696.1	lncRNA
ENSG00000283982.1	lncRNA
ENSG00000233906.1	lncRNA
ENSG00000287843.1	lncRNA
ENSG00000231460.2	lncRNA
ENSG00000237414.2	lncRNA
ENSG00000287139.1	lncRNA
ENSG00000269957.6	lncRNA
ENSG00000287318.1	lncRNA
ENSG00000236306.3	lncRNA
ENSG00000276759.2	lncRNA
ENSG00000254261.1	lncRNA
ENSG00000253400.1	lncRNA
ENSG00000234676.1	lncRNA
ENSG00000254396.1	lncRNA
ENSG00000237734.1	lncRNA
ENSG00000287355.1	lncRNA
ENSG00000285103.2	lncRNA
ENSG00000260390.1	lncRNA
ENSG00000260412.1	lncRNA
ENSG00000287551.1	lncRNA
ENSG00000287038.2	lncRNA
ENSG00000280683.1	lncRNA
ENSG00000260720.1	lncRNA
ENSG00000223440.1	lncRNA
ENSG00000230516.1	lncRNA
ENSG00000231193.1	lncRNA
ENSG00000233554.6	lncRNA
ENSG00000286322.2	lncRNA
ENSG00000228072.1	lncRNA
ENSG00000226562.4	lncRNA
ENSG00000281128.2	lncRNA
ENSG00000260947.1	lncRNA
ENSG00000287063.1	lncRNA
ENSG00000227301.1	lncRNA
ENSG00000287495.1	lncRNA
ENSG00000233776.5	lncRNA
ENSG00000235481.3	lncRNA
ENSG00000288949.1	lncRNA
ENSG00000228352.2	lncRNA
ENSG00000230729.1	lncRNA
ENSG00000237159.6	lncRNA
ENSG00000230074.4	lncRNA
ENSG00000288583.1	lncRNA
ENSG00000287368.1	lncRNA
ENSG00000281491.1	lncRNA
ENSG00000286782.1	lncRNA
ENSG00000287868.1	lncRNA
ENSG00000234181.1	lncRNA
ENSG00000287287.1	lncRNA
ENSG00000288586.1	lncRNA
ENSG00000231393.1	lncRNA
ENSG00000227933.1	lncRNA
ENSG00000269900.3	lncRNA
ENSG00000228843.2	lncRNA
ENSG00000227388.3	lncRNA
ENSG00000287986.1	lncRNA
ENSG00000288571.1	lncRNA
ENSG00000287514.2	lncRNA
ENSG00000258885.1	lncRNA
ENSG00000250850.2	lncRNA
ENSG00000232920.1	lncRNA
ENSG00000260100.1	lncRNA
ENSG00000281649.3	lncRNA
ENSG00000233242.3	lncRNA
ENSG00000224648.1	lncRNA
ENSG00000234160.1	lncRNA
ENSG00000289295.1	lncRNA
ENSG00000223716.2	lncRNA
ENSG00000272934.1	lncRNA
ENSG00000272904.1	lncRNA
ENSG00000204860.5	lncRNA
ENSG00000284612.2	lncRNA
ENSG00000228467.2	lncRNA
ENSG00000287838.1	lncRNA
ENSG00000215112.6	lncRNA
ENSG00000224038.1	lncRNA
ENSG00000231140.3	lncRNA
ENSG00000278175.5	lncRNA
ENSG00000284116.1	lncRNA
ENSG00000228136.1	lncRNA
ENSG00000276500.1	lncRNA
ENSG00000276266.1	lncRNA
ENSG00000275390.1	lncRNA
ENSG00000225655.6	lncRNA
ENSG00000276462.2	lncRNA
ENSG00000275450.1	lncRNA
ENSG00000276502.1	lncRNA
ENSG00000288891.1	lncRNA
ENSG00000276412.2	lncRNA
ENSG00000275239.4	lncRNA
ENSG00000277260.1	lncRNA
ENSG00000275649.1	lncRNA
ENSG00000237357.2	lncRNA
ENSG00000229311.1	lncRNA
ENSG00000233424.2	lncRNA
ENSG00000276422.2	lncRNA
ENSG00000277412.1	lncRNA
ENSG00000275676.1	lncRNA
ENSG00000231248.3	lncRNA
ENSG00000204814.5	lncRNA
ENSG00000235659.1	lncRNA
ENSG00000223379.1	lncRNA
ENSG00000229697.2	lncRNA
ENSG00000231212.1	lncRNA
ENSG00000233651.2	lncRNA
ENSG00000232827.3	lncRNA
ENSG00000226007.3	lncRNA
ENSG00000288838.1	lncRNA
ENSG00000238113.7	lncRNA
ENSG00000287168.2	lncRNA
ENSG00000229422.2	lncRNA
ENSG00000234665.9	lncRNA
ENSG00000170161.7	lncRNA
ENSG00000224267.1	lncRNA
ENSG00000225411.3	lncRNA
ENSG00000285580.1	lncRNA
ENSG00000287329.1	lncRNA
ENSG00000274893.1	lncRNA
ENSG00000286945.1	lncRNA
ENSG00000277350.2	lncRNA
ENSG00000276348.1	lncRNA
ENSG00000276898.1	lncRNA
ENSG00000274026.2	lncRNA
ENSG00000226904.1	lncRNA
ENSG00000234394.8	lncRNA
ENSG00000225337.1	lncRNA
ENSG00000224958.6	lncRNA
ENSG00000233178.7	lncRNA
ENSG00000229019.1	lncRNA
ENSG00000226337.3	lncRNA
ENSG00000234506.6	lncRNA
ENSG00000236733.1	lncRNA
ENSG00000288771.1	lncRNA
ENSG00000278910.5	lncRNA
ENSG00000243888.1	lncRNA
ENSG00000229312.2	lncRNA
ENSG00000261447.1	lncRNA
ENSG00000225626.4	lncRNA
ENSG00000204706.14	lncRNA
ENSG00000268364.3	lncRNA
ENSG00000274421.1	lncRNA
ENSG00000289159.1	lncRNA
ENSG00000232086.1	lncRNA
ENSG00000223966.1	lncRNA
ENSG00000289163.1	lncRNA
ENSG00000286823.1	lncRNA
ENSG00000235523.1	lncRNA
ENSG00000225434.4	lncRNA
ENSG00000288865.1	lncRNA
ENSG00000236849.6	lncRNA
ENSG00000286840.1	lncRNA
ENSG00000232590.1	lncRNA
ENSG00000227809.2	lncRNA
ENSG00000224825.2	lncRNA
ENSG00000286944.1	lncRNA
ENSG00000203321.2	lncRNA
ENSG00000229587.2	lncRNA
ENSG00000236376.1	lncRNA
ENSG00000225937.3	lncRNA
ENSG00000286332.1	lncRNA
ENSG00000232998.3	lncRNA
ENSG00000231373.1	lncRNA
ENSG00000289440.1	lncRNA
ENSG00000260995.3	lncRNA
ENSG00000233086.8	lncRNA
ENSG00000232494.1	lncRNA
ENSG00000260564.1	lncRNA
ENSG00000280366.1	lncRNA
ENSG00000230945.1	lncRNA
ENSG00000226798.1	lncRNA
ENSG00000233926.1	lncRNA
ENSG00000230846.1	lncRNA
ENSG00000267559.5	lncRNA
ENSG00000225085.1	lncRNA
ENSG00000232749.2	lncRNA
ENSG00000286612.1	lncRNA
ENSG00000286451.1	lncRNA
ENSG00000229109.2	lncRNA
ENSG00000237529.2	lncRNA
ENSG00000254473.2	lncRNA
ENSG00000226877.9	lncRNA
ENSG00000231616.9	lncRNA
ENSG00000235298.1	lncRNA
ENSG00000227463.3	lncRNA
ENSG00000233262.1	lncRNA
ENSG00000285987.1	lncRNA
ENSG00000285556.1	lncRNA
ENSG00000287930.1	lncRNA
ENSG00000285634.3	lncRNA
ENSG00000229454.1	lncRNA
ENSG00000230303.6	lncRNA
ENSG00000289214.1	lncRNA
ENSG00000287333.1	lncRNA
ENSG00000235819.2	lncRNA
ENSG00000232211.1	lncRNA
ENSG00000285686.1	lncRNA
ENSG00000288575.1	lncRNA
ENSG00000226237.3	lncRNA
ENSG00000269994.3	lncRNA
ENSG00000204446.4	lncRNA
ENSG00000288903.1	lncRNA
ENSG00000289166.1	lncRNA
ENSG00000288968.1	lncRNA
ENSG00000286842.1	lncRNA
ENSG00000236709.1	lncRNA
ENSG00000233884.2	lncRNA
ENSG00000289459.1	lncRNA
ENSG00000287750.2	lncRNA
ENSG00000287769.1	lncRNA
ENSG00000228189.5	lncRNA
ENSG00000286414.1	lncRNA
ENSG00000228658.1	lncRNA
ENSG00000224945.1	lncRNA
ENSG00000285907.1	lncRNA
ENSG00000237372.4	lncRNA
ENSG00000236507.2	lncRNA
ENSG00000226206.1	lncRNA
ENSG00000237626.2	lncRNA
ENSG00000227555.1	lncRNA
ENSG00000231107.2	lncRNA
ENSG00000229613.2	lncRNA
ENSG00000287212.1	lncRNA
ENSG00000228216.1	lncRNA
ENSG00000260454.2	lncRNA
ENSG00000237422.3	lncRNA
ENSG00000230537.2	lncRNA
ENSG00000229694.8	lncRNA
ENSG00000235641.5	lncRNA
ENSG00000289123.1	lncRNA
ENSG00000273381.1	lncRNA
ENSG00000233081.1	lncRNA
ENSG00000236115.1	lncRNA
ENSG00000285650.1	lncRNA
ENSG00000288062.1	lncRNA
ENSG00000288271.1	lncRNA
ENSG00000223446.2	lncRNA
ENSG00000203364.2	lncRNA
ENSG00000237385.1	lncRNA
ENSG00000289031.1	lncRNA
ENSG00000231990.2	lncRNA
ENSG00000235601.1	lncRNA
ENSG00000286834.1	lncRNA
ENSG00000269929.4	lncRNA
ENSG00000230262.8	lncRNA
ENSG00000232063.2	lncRNA
ENSG00000286850.1	lncRNA
ENSG00000231806.4	lncRNA
ENSG00000288023.1	lncRNA
ENSG00000230815.1	lncRNA
ENSG00000236095.1	lncRNA
ENSG00000224764.1	lncRNA
ENSG00000285807.1	lncRNA
ENSG00000229065.1	lncRNA
ENSG00000271384.1	lncRNA
ENSG00000271314.1	lncRNA
ENSG00000271155.1	lncRNA
ENSG00000271659.1	lncRNA
ENSG00000229345.2	lncRNA
ENSG00000228142.3	lncRNA
ENSG00000175611.13	lncRNA
ENSG00000268926.3	lncRNA
ENSG00000225194.4	lncRNA
ENSG00000237212.2	lncRNA
ENSG00000275465.7	lncRNA
ENSG00000287187.1	lncRNA
ENSG00000232283.1	lncRNA
ENSG00000286835.1	lncRNA
ENSG00000287302.1	lncRNA
ENSG00000224848.3	lncRNA
ENSG00000242375.1	lncRNA
ENSG00000203279.5	lncRNA
ENSG00000289356.1	lncRNA
ENSG00000235494.2	lncRNA
ENSG00000255036.6	lncRNA
ENSG00000286375.1	lncRNA
ENSG00000228174.7	lncRNA
ENSG00000231521.1	lncRNA
ENSG00000236130.2	lncRNA
ENSG00000260677.1	lncRNA
ENSG00000287070.1	lncRNA
ENSG00000236896.1	lncRNA
ENSG00000285706.1	lncRNA
ENSG00000267026.5	lncRNA
ENSG00000270412.1	lncRNA
ENSG00000227269.1	lncRNA
ENSG00000271086.7	lncRNA
ENSG00000287955.1	lncRNA
ENSG00000237461.2	lncRNA
ENSG00000255145.3	lncRNA
ENSG00000234860.2	lncRNA
ENSG00000254571.1	lncRNA
ENSG00000225376.6	lncRNA
ENSG00000289079.1	lncRNA
ENSG00000204250.3	lncRNA
ENSG00000225564.6	lncRNA
ENSG00000226566.2	lncRNA
ENSG00000285483.1	lncRNA
ENSG00000270332.3	lncRNA
ENSG00000283001.2	lncRNA
ENSG00000226334.1	lncRNA
ENSG00000230013.2	lncRNA
ENSG00000286536.1	lncRNA
ENSG00000289227.1	lncRNA
ENSG00000228317.2	lncRNA
ENSG00000234323.9	lncRNA
ENSG00000225002.2	lncRNA
ENSG00000229297.1	lncRNA
ENSG00000237062.2	lncRNA
ENSG00000226047.1	lncRNA
ENSG00000226825.2	lncRNA
ENSG00000287233.1	lncRNA
ENSG00000230030.1	lncRNA
ENSG00000231678.2	lncRNA
ENSG00000232939.2	lncRNA
ENSG00000232896.1	lncRNA
ENSG00000227531.1	lncRNA
ENSG00000224644.1	lncRNA
ENSG00000259953.2	lncRNA
ENSG00000230185.6	lncRNA
ENSG00000226609.2	lncRNA
ENSG00000271631.1	lncRNA
ENSG00000225684.4	lncRNA
ENSG00000231528.3	lncRNA
ENSG00000237073.1	lncRNA
ENSG00000233817.1	lncRNA
ENSG00000227482.1	lncRNA
ENSG00000235119.1	lncRNA
ENSG00000173077.16	lncRNA
ENSG00000236461.1	lncRNA
ENSG00000234692.1	lncRNA
ENSG00000228714.4	lncRNA
ENSG00000204148.3	lncRNA
ENSG00000228707.1	lncRNA
ENSG00000226604.2	lncRNA
ENSG00000244757.1	lncRNA
ENSG00000256040.2	lncRNA
ENSG00000229105.1	lncRNA
ENSG00000230894.2	lncRNA
ENSG00000285820.1	lncRNA
ENSG00000233516.1	lncRNA
ENSG00000233569.2	lncRNA
ENSG00000284977.2	lncRNA
ENSG00000231901.1	lncRNA
ENSG00000225050.2	lncRNA
ENSG00000235201.1	lncRNA
ENSG00000260970.1	lncRNA
ENSG00000261432.1	lncRNA
ENSG00000225960.1	lncRNA
ENSG00000239593.1	lncRNA
ENSG00000235865.2	lncRNA
ENSG00000227355.4	lncRNA
ENSG00000229854.1	lncRNA
ENSG00000269970.1	lncRNA
ENSG00000233616.2	lncRNA
ENSG00000234156.3	lncRNA
ENSG00000261094.2	lncRNA
ENSG00000286718.2	lncRNA
ENSG00000236901.6	lncRNA
ENSG00000237336.1	lncRNA
ENSG00000230826.1	lncRNA
ENSG00000236668.3	lncRNA
ENSG00000231227.1	lncRNA
ENSG00000234921.1	lncRNA
ENSG00000235204.1	lncRNA
ENSG00000227200.1	lncRNA
ENSG00000231149.2	lncRNA
ENSG00000224020.2	lncRNA
ENSG00000236643.1	lncRNA
ENSG00000289285.1	lncRNA
ENSG00000239705.2	lncRNA
ENSG00000287782.1	lncRNA
ENSG00000227068.1	lncRNA
ENSG00000232413.1	lncRNA
ENSG00000288537.1	lncRNA
ENSG00000228392.3	lncRNA
ENSG00000233721.1	lncRNA
ENSG00000226078.1	lncRNA
ENSG00000224842.2	lncRNA
ENSG00000238010.1	lncRNA
ENSG00000286428.1	lncRNA
ENSG00000288995.1	lncRNA
ENSG00000228487.2	lncRNA
ENSG00000271833.1	lncRNA
ENSG00000279571.3	lncRNA
ENSG00000286196.1	lncRNA
ENSG00000225032.5	lncRNA
ENSG00000227218.7	lncRNA
ENSG00000230848.1	lncRNA
ENSG00000230536.1	lncRNA
ENSG00000234771.3	lncRNA
ENSG00000232850.3	lncRNA
ENSG00000272696.1	lncRNA
ENSG00000207955.5	lncRNA
ENSG00000273186.1	lncRNA
ENSG00000225951.1	lncRNA
ENSG00000228395.2	lncRNA
ENSG00000280474.1	lncRNA
ENSG00000280758.1	lncRNA
ENSG00000234705.3	lncRNA
ENSG00000223478.2	lncRNA
ENSG00000267834.1	lncRNA
ENSG00000287234.1	lncRNA
ENSG00000234055.1	lncRNA
ENSG00000268707.1	lncRNA
ENSG00000204055.5	lncRNA
ENSG00000224307.3	lncRNA
ENSG00000179082.3	lncRNA
ENSG00000268615.1	lncRNA
ENSG00000233901.7	lncRNA
ENSG00000230676.1	lncRNA
ENSG00000226355.2	lncRNA
ENSG00000261334.1	lncRNA
ENSG00000286078.1	lncRNA
ENSG00000227619.3	lncRNA
ENSG00000234789.1	lncRNA
ENSG00000236024.1	lncRNA
ENSG00000288956.1	lncRNA
ENSG00000288924.1	lncRNA
ENSG00000230684.1	lncRNA
ENSG00000270755.1	lncRNA
ENSG00000289226.1	lncRNA
ENSG00000196979.1	lncRNA
ENSG00000236658.1	lncRNA
ENSG00000236986.6	lncRNA
ENSG00000246851.1	lncRNA
ENSG00000288727.1	lncRNA
ENSG00000286547.1	lncRNA
ENSG00000289000.1	lncRNA
ENSG00000176868.3	lncRNA
ENSG00000230289.1	lncRNA
ENSG00000236687.1	lncRNA
ENSG00000224992.2	lncRNA
ENSG00000288989.1	lncRNA
ENSG00000261018.1	lncRNA
ENSG00000225756.1	lncRNA
ENSG00000235138.1	lncRNA
ENSG00000273249.1	lncRNA
ENSG00000273473.1	lncRNA
ENSG00000289220.1	lncRNA
ENSG00000223729.1	lncRNA
ENSG00000223795.2	lncRNA
ENSG00000228877.2	lncRNA
ENSG00000227150.1	lncRNA
ENSG00000204011.5	lncRNA
ENSG00000286502.1	lncRNA
ENSG00000236403.2	lncRNA
ENSG00000227958.1	lncRNA
ENSG00000233936.1	lncRNA
ENSG00000178243.4	lncRNA
ENSG00000235572.3	lncRNA
ENSG00000225361.4	lncRNA
ENSG00000226706.1	lncRNA
ENSG00000237339.5	lncRNA
ENSG00000238058.2	lncRNA
ENSG00000260193.1	lncRNA
ENSG00000275329.1	lncRNA
ENSG00000283769.1	lncRNA
ENSG00000262075.3	lncRNA
ENSG00000196366.3	lncRNA
ENSG00000227512.1	lncRNA
ENSG00000237886.1	lncRNA
ENSG00000279141.4	lncRNA
ENSG00000228401.6	lncRNA
ENSG00000233016.8	lncRNA
ENSG00000228544.1	lncRNA
ENSG00000288873.1	lncRNA
ENSG00000260190.1	lncRNA
ENSG00000198454.2	lncRNA
ENSG00000180539.8	lncRNA
ENSG00000236394.2	lncRNA
ENSG00000229257.2	lncRNA
ENSG00000231864.2	lncRNA
ENSG00000268996.3	lncRNA
ENSG00000275549.1	lncRNA
ENSG00000260996.1	lncRNA
ENSG00000288234.1	lncRNA
ENSG00000283411.1	lncRNA
ENSG00000203993.7	lncRNA
ENSG00000203987.3	lncRNA
ENSG00000237419.1	lncRNA
ENSG00000260370.2	lncRNA
ENSG00000233021.2	lncRNA
ENSG00000225140.1	lncRNA
ENSG00000180525.14	lncRNA
ENSG00000231601.1	lncRNA
ENSG00000229869.1	lncRNA
ENSG00000232656.9	lncRNA
ENSG00000229205.5	lncRNA
ENSG00000287043.1	lncRNA
ENSG00000282390.1	lncRNA
ENSG00000233052.1	lncRNA
ENSG00000205696.5	lncRNA
ENSG00000287653.1	lncRNA
ENSG00000234962.6	lncRNA
ENSG00000289427.1	lncRNA
ENSG00000226694.2	lncRNA
ENSG00000227912.2	lncRNA
ENSG00000231326.7	lncRNA
ENSG00000234556.1	lncRNA
ENSG00000234170.6	lncRNA
ENSG00000237500.1	lncRNA
ENSG00000235281.2	lncRNA
ENSG00000286858.1	lncRNA
ENSG00000234182.2	lncRNA
ENSG00000287560.1	lncRNA
ENSG00000289597.1	lncRNA
ENSG00000273001.1	lncRNA
ENSG00000278419.1	lncRNA
ENSG00000237399.7	lncRNA
ENSG00000288566.1	lncRNA
ENSG00000236968.1	lncRNA
ENSG00000226762.5	lncRNA
ENSG00000227338.2	lncRNA
ENSG00000288657.1	lncRNA
ENSG00000287428.1	lncRNA
ENSG00000286610.1	lncRNA
ENSG00000233321.3	lncRNA
ENSG00000236892.2	lncRNA
ENSG00000229672.3	lncRNA
ENSG00000228353.1	lncRNA
ENSG00000288755.1	lncRNA
ENSG00000287175.1	lncRNA
ENSG00000230573.1	lncRNA
ENSG00000226005.6	lncRNA
ENSG00000227101.2	lncRNA
ENSG00000236990.1	lncRNA
ENSG00000233117.4	lncRNA
ENSG00000224382.2	lncRNA
ENSG00000230096.1	lncRNA
ENSG00000287246.1	lncRNA
ENSG00000286687.1	lncRNA
ENSG00000231298.7	lncRNA
ENSG00000225269.3	lncRNA
ENSG00000287023.1	lncRNA
ENSG00000224251.6	lncRNA
ENSG00000287848.1	lncRNA
ENSG00000231039.2	lncRNA
ENSG00000224034.1	lncRNA
ENSG00000288922.1	lncRNA
ENSG00000205488.9	lncRNA
ENSG00000256462.1	lncRNA
ENSG00000287566.1	lncRNA
ENSG00000287235.1	lncRNA
ENSG00000242147.3	lncRNA
ENSG00000226647.2	lncRNA
ENSG00000272764.1	lncRNA
ENSG00000232807.2	lncRNA
ENSG00000229664.1	lncRNA
ENSG00000213994.3	lncRNA
ENSG00000215244.4	lncRNA
ENSG00000212743.2	lncRNA
ENSG00000288915.1	lncRNA
ENSG00000225948.2	lncRNA
ENSG00000285743.1	lncRNA
ENSG00000223784.2	lncRNA
ENSG00000285988.1	lncRNA
ENSG00000281186.2	lncRNA
ENSG00000238266.2	lncRNA
ENSG00000285845.1	lncRNA
ENSG00000287277.1	lncRNA
ENSG00000223581.2	lncRNA
ENSG00000289239.1	lncRNA
ENSG00000232591.3	lncRNA
ENSG00000230121.1	lncRNA
ENSG00000197308.9	lncRNA
ENSG00000232638.1	lncRNA
ENSG00000232170.6	lncRNA
ENSG00000226861.1	lncRNA
ENSG00000226990.1	lncRNA
ENSG00000234752.1	lncRNA
ENSG00000223808.1	lncRNA
ENSG00000230014.1	lncRNA
ENSG00000287120.1	lncRNA
ENSG00000228636.3	lncRNA
ENSG00000224788.1	lncRNA
ENSG00000286439.1	lncRNA
ENSG00000234306.1	lncRNA
ENSG00000270111.4	lncRNA
ENSG00000287309.1	lncRNA
ENSG00000289328.1	lncRNA
ENSG00000289363.1	lncRNA
ENSG00000225383.8	lncRNA
ENSG00000231496.2	lncRNA
ENSG00000228027.1	lncRNA
ENSG00000229206.3	lncRNA
ENSG00000237986.4	lncRNA
ENSG00000230322.1	lncRNA
ENSG00000181800.6	lncRNA
ENSG00000271360.1	lncRNA
ENSG00000271046.1	lncRNA
ENSG00000225778.5	lncRNA
ENSG00000228302.2	lncRNA
ENSG00000289395.1	lncRNA
ENSG00000285994.1	lncRNA
ENSG00000285520.1	lncRNA
ENSG00000289266.1	lncRNA
ENSG00000289585.1	lncRNA
ENSG00000286514.1	lncRNA
ENSG00000233256.1	lncRNA
ENSG00000227175.1	lncRNA
ENSG00000273474.1	lncRNA
ENSG00000225112.1	lncRNA
ENSG00000234091.1	lncRNA
ENSG00000229751.1	lncRNA
ENSG00000235410.1	lncRNA
ENSG00000285671.1	lncRNA
ENSG00000236495.2	lncRNA
ENSG00000272853.1	lncRNA
ENSG00000176236.6	lncRNA
ENSG00000232739.1	lncRNA
ENSG00000226140.6	lncRNA
ENSG00000287925.1	lncRNA
ENSG00000225213.2	lncRNA
ENSG00000286958.1	lncRNA
ENSG00000273153.1	lncRNA
ENSG00000229124.8	lncRNA
ENSG00000234961.1	lncRNA
ENSG00000204832.10	lncRNA
ENSG00000260589.1	lncRNA
ENSG00000229190.1	lncRNA
ENSG00000235637.1	lncRNA
ENSG00000226083.5	lncRNA
ENSG00000240291.1	lncRNA
ENSG00000225527.1	lncRNA
ENSG00000234244.2	lncRNA
ENSG00000227734.1	lncRNA
ENSG00000233968.8	lncRNA
ENSG00000285852.1	lncRNA
ENSG00000238246.1	lncRNA
ENSG00000287613.1	lncRNA
ENSG00000231920.1	lncRNA
ENSG00000230109.1	lncRNA
ENSG00000204682.8	lncRNA
ENSG00000286881.1	lncRNA
ENSG00000289528.1	lncRNA
ENSG00000279623.1	lncRNA
ENSG00000260205.1	lncRNA
ENSG00000286832.1	lncRNA
ENSG00000261671.1	lncRNA
ENSG00000272516.1	lncRNA
ENSG00000271981.1	lncRNA
ENSG00000272366.1	lncRNA
ENSG00000233451.1	lncRNA
ENSG00000286810.1	lncRNA
ENSG00000286924.1	lncRNA
ENSG00000224215.1	lncRNA
ENSG00000287124.1	lncRNA
ENSG00000286442.1	lncRNA
ENSG00000286951.1	lncRNA
ENSG00000289188.1	lncRNA
ENSG00000285750.1	lncRNA
ENSG00000285859.1	lncRNA
ENSG00000273107.1	lncRNA
ENSG00000231422.2	lncRNA
ENSG00000233642.1	lncRNA
ENSG00000280809.5	lncRNA
ENSG00000226304.1	lncRNA
ENSG00000289350.1	lncRNA
ENSG00000234296.1	lncRNA
ENSG00000235843.1	lncRNA
ENSG00000262412.1	lncRNA
ENSG00000260151.1	lncRNA
ENSG00000285737.1	lncRNA
ENSG00000230500.1	lncRNA
ENSG00000233472.1	lncRNA
ENSG00000286413.1	lncRNA
ENSG00000282996.1	lncRNA
ENSG00000237128.1	lncRNA
ENSG00000254635.6	lncRNA
ENSG00000236716.1	lncRNA
ENSG00000235824.5	lncRNA
ENSG00000287402.1	lncRNA
ENSG00000289386.1	lncRNA
ENSG00000289616.1	lncRNA
ENSG00000288874.1	lncRNA
ENSG00000259994.1	lncRNA
ENSG00000285824.1	lncRNA
ENSG00000287420.1	lncRNA
ENSG00000228800.1	lncRNA
ENSG00000230298.1	lncRNA
ENSG00000285630.1	lncRNA
ENSG00000230720.1	lncRNA
ENSG00000272914.1	lncRNA
ENSG00000287564.1	lncRNA
ENSG00000272381.2	lncRNA
ENSG00000237036.6	lncRNA
ENSG00000286694.1	lncRNA
ENSG00000237797.2	lncRNA
ENSG00000289412.1	lncRNA
ENSG00000227253.3	lncRNA
ENSG00000226842.1	lncRNA
ENSG00000233825.1	lncRNA
ENSG00000229327.1	lncRNA
